date, day, frac_chosen_nr, frac_chosen_rew, frac_chosen_prob 
2017-06-12T14:17:13.535Z,0,3,20,0.5 
2017-06-12T14:17:13.535Z,0,3,20,0.5 
2017-06-12T14:17:13.535Z,0,2,25,0.5 
2017-06-12T14:17:13.535Z,0,2,25,0.5 
2017-06-12T14:17:13.535Z,0,2,25,0.5 
